"sample_size","ban_year","county_id","n","att","attempt"
4,2016,"CA",11,0.06418376642111,15
5,2016,"CA",21,0.0201983841705362,15
6,2016,"CA",27,0.0259515912696977,15
7,2016,"CA",27,0.0360998653664006,15
8,2016,"CA",21,0.0414115538306519,15
9,2016,"CA",21,0.0484053048896554,15
10,2016,"CA",10,0.0545217531684907,15
3,2016,"CA",4,0.0545472970112446,16
4,2016,"CA",9,0.0640377491056494,16
5,2016,"CA",22,0.0224893040661542,16
6,2016,"CA",24,0.0232599468851758,16
7,2016,"CA",27,0.0359419288554954,16
8,2016,"CA",22,0.0422734149975133,16
9,2016,"CA",21,0.0484682988911484,16
10,2016,"CA",11,0.0528668316737481,16
3,2016,"CA",5,0.0545472970112446,17
4,2016,"CA",10,0.06418376642111,17
5,2016,"CA",18,0.0192053575398733,17
6,2016,"CA",26,0.0268782612312288,17
7,2016,"CA",29,0.0336758569899976,17
8,2016,"CA",25,0.0418598231570175,17
9,2016,"CA",20,0.0484682988911484,17
10,2016,"CA",11,0.0528668316737481,17
3,2016,"CA",4,0.050075527951332,18
4,2016,"CA",10,0.06418376642111,18
5,2016,"CA",14,0.0145585155894759,18
6,2016,"CA",25,0.0269499133447822,18
7,2016,"CA",25,0.0343643675231333,18
8,2016,"CA",28,0.0415862790453955,18
9,2016,"CA",19,0.0484053048896554,18
10,2016,"CA",10,0.0546364679607567,18
3,2016,"CA",5,0.0545472970112446,19
4,2016,"CA",12,0.0640377491056494,19
5,2016,"CA",17,0.0146204946571975,19
6,2016,"CA",22,0.0241061502133454,19
7,2016,"CA",23,0.0360209974245915,19
8,2016,"CA",24,0.0414464159008165,19
9,2016,"CA",23,0.0491143416610947,19
10,2016,"CA",11,0.0520857680501018,19
3,2016,"CA",3,0.0545472970112446,20
4,2016,"CA",9,0.063892195475938,20
5,2016,"CA",17,0.0192053575398733,20
6,2016,"CA",26,0.0232862161134627,20
7,2016,"CA",27,0.0343247084649891,20
8,2016,"CA",26,0.0430215374596441,20
9,2016,"CA",19,0.0491143416610947,20
10,2016,"CA",8,0.0546364679607567,20
3,2016,"CA",3,0.0545472970112446,21
4,2016,"CA",11,0.0547694113278329,21
5,2016,"CA",18,0.0166946492718146,21
6,2016,"CA",23,0.0237093177775475,21
7,2016,"CA",28,0.0360019982767405,21
8,2016,"CA",20,0.0415862790453955,21
9,2016,"CA",21,0.0485312928926414,21
10,2016,"CA",10,0.0528668316737481,21
3,2016,"CA",4,0.050075527951332,22
4,2016,"CA",12,0.063892195475938,22
5,2016,"CA",22,0.0259260871557674,22
6,2016,"CA",28,0.0268782612312288,22
7,2016,"CA",29,0.0355207306850156,22
8,2016,"CA",24,0.0443904734890824,22
9,2016,"CA",19,0.0485312928926414,22
10,2016,"CA",8,0.0546364679607567,22
3,2016,"CA",4,0.0545472970112446,23
4,2016,"CA",10,0.063892195475938,23
5,2016,"CA",16,0.0145895051233367,23
6,2016,"CA",24,0.0232862161134627,23
7,2016,"CA",25,0.036259157506261,23
8,2016,"CA",28,0.0415862790453955,23
9,2016,"CA",17,0.0484053048896554,23
10,2016,"CA",10,0.0545217531684907,23
3,2016,"CA",4,0.0545472970112446,24
4,2016,"CA",12,0.0639649722907937,24
5,2016,"CA",19,0.0166946492718146,24
6,2016,"CA",20,0.0241061502133454,24
7,2016,"CA",26,0.0347516547743105,24
8,2016,"CA",24,0.0414115538306519,24
9,2016,"CA",20,0.0504183372807112,24
10,2016,"CA",9,0.0545217531684907,24
3,2016,"CA",5,0.050075527951332,25
4,2016,"CA",12,0.063892195475938,25
5,2016,"CA",20,0.0165880507722423,25
6,2016,"CA",19,0.0268782612312288,25
7,2016,"CA",30,0.0347913138324548,25
8,2016,"CA",21,0.0411433556773959,25
9,2016,"CA",20,0.0484682988911484,25
10,2016,"CA",8,0.0546364679607567,25
3,2016,"CA",3,0.0545472970112446,26
4,2016,"CA",9,0.063892195475938,26
5,2016,"CA",19,0.0166946492718146,26
6,2016,"CA",23,0.0268330667874504,26
7,2016,"CA",24,0.0343643675231333,26
8,2016,"CA",26,0.0430215374596441,26
9,2016,"CA",16,0.0477020090488877,26
10,2016,"CA",10,0.0524762998619249,26
3,2016,"CA",4,0.0545472970112446,27
4,2016,"CA",10,0.063892195475938,27
5,2016,"CA",18,0.0179500034058439,27
6,2016,"CA",22,0.0248784839218415,27
7,2016,"CA",30,0.0344040265812776,27
8,2016,"CA",29,0.0430565097491722,27
9,2016,"CA",15,0.0480693389683798,27
10,2016,"CA",9,0.0546364679607567,27
3,2016,"CA",5,0.0545472970112446,28
4,2016,"CA",12,0.063892195475938,28
5,2016,"CA",19,0.0192053575398733,28
6,2016,"CA",24,0.0268782612312288,28
7,2016,"CA",25,0.0329018020923725,28
8,2016,"CA",25,0.0414464159008165,28
9,2016,"CA",15,0.0484682988911484,28
10,2016,"CA",12,0.0545217531684907,28
3,2016,"CA",4,0.0545472970112446,29
4,2016,"CA",9,0.063892195475938,29
5,2016,"CA",22,0.0224579079936792,29
6,2016,"CA",25,0.0246868520917381,29
7,2016,"CA",25,0.0336529143368251,29
8,2016,"CA",24,0.0409100195943045,29
9,2016,"CA",18,0.0484053048896554,29
10,2016,"CA",10,0.0546364679607567,29
3,2016,"CA",4,0.050075527951332,30
4,2016,"CA",10,0.063892195475938,30
5,2016,"CA",19,0.0145585155894759,30
6,2016,"CA",29,0.0270405768852385,30
7,2016,"CA",25,0.0336361979318534,30
8,2016,"CA",22,0.0411433556773959,30
9,2016,"CA",17,0.0476706450506713,30
10,2016,"CA",10,0.0545217531684907,30
3,2016,"CA",5,0.0545472970112446,31
4,2016,"CA",12,0.0593308034018854,31
5,2016,"CA",20,0.0179500034058439,31
6,2016,"CA",20,0.0230415408272,31
7,2016,"CA",27,0.0343643675231333,31
8,2016,"CA",22,0.041516347473106,31
9,2016,"CA",20,0.0484682988911484,31
10,2016,"CA",13,0.0546364679607567,31
3,2016,"CA",5,0.0545472970112446,32
4,2016,"CA",12,0.063892195475938,32
5,2016,"CA",20,0.0259260871557674,32
6,2016,"CA",23,0.0245881329826451,32
7,2016,"CA",31,0.0344040265812776,32
8,2016,"CA",23,0.0425768720902383,32
9,2016,"CA",15,0.0476706450506713,32
10,2016,"CA",10,0.0528668316737481,32
3,2016,"CA",3,0.0545472970112446,33
4,2016,"CA",10,0.0640377491056494,33
5,2016,"CA",21,0.0192053575398733,33
6,2016,"CA",22,0.0232862161134627,33
7,2016,"CA",29,0.0344040265812776,33
8,2016,"CA",28,0.0414115538306519,33
9,2016,"CA",17,0.0485627084438039,33
10,2016,"CA",12,0.0536942924211194,33
3,2016,"CA",4,0.0545472970112446,34
4,2016,"CA",10,0.063892195475938,34
5,2016,"CA",21,0.0201983841705362,34
6,2016,"CA",24,0.0250701157519449,34
7,2016,"CA",26,0.0328232088810774,34
8,2016,"CA",23,0.0425768720902383,34
9,2016,"CA",22,0.0484053048896554,34
10,2016,"CA",11,0.0545791105646237,34
3,2016,"CA",3,0.0545472970112446,35
4,2016,"CA",13,0.0639649722907937,35
5,2016,"CA",18,0.0179500034058439,35
6,2016,"CA",23,0.0243965011525417,35
7,2016,"CA",22,0.0344040265812776,35
8,2016,"CA",25,0.0414115538306519,35
9,2016,"CA",19,0.0480693389683798,35
10,2016,"CA",10,0.0524762998619249,35
3,2016,"CA",4,0.0545472970112446,36
4,2016,"CA",10,0.063892195475938,36
5,2016,"CA",19,0.0166946492718146,36
6,2016,"CA",23,0.0250701157519449,36
7,2016,"CA",23,0.0310586618075205,36
8,2016,"CA",25,0.0413766917604873,36
9,2016,"CA",13,0.0480693389683798,36
10,2016,"CA",9,0.0545217531684907,36
3,2016,"CA",4,0.0545472970112446,37
4,2016,"CA",10,0.0547694113278329,37
5,2016,"CA",18,0.015657571964506,37
6,2016,"CA",23,0.0268330667874504,37
7,2016,"CA",26,0.0361795114363308,37
8,2016,"CA",27,0.0428803291829632,37
9,2016,"CA",22,0.0485941239949665,37
10,2016,"CA",10,0.0546650720091083,37
3,2016,"CA",4,0.0545472970112446,38
4,2016,"CA",10,0.063892195475938,38
5,2016,"CA",19,0.0237244051861594,38
6,2016,"CA",26,0.0268330667874504,38
7,2016,"CA",23,0.0329018020923725,38
8,2016,"CA",25,0.0422734149975133,38
9,2016,"CA",17,0.0485312928926414,38
10,2016,"CA",11,0.0528668316737481,38
3,2016,"CA",4,0.0545472970112446,39
4,2016,"CA",12,0.0640377491056494,39
5,2016,"CA",20,0.01648145227267,39
6,2016,"CA",23,0.0241061502133454,39
7,2016,"CA",33,0.0336361979318534,39
8,2016,"CA",23,0.0409100195943045,39
9,2016,"CA",21,0.0484682988911484,39
10,2016,"CA",12,0.0545217531684907,39
3,2016,"CA",4,0.0545472970112446,40
4,2016,"CA",9,0.0640377491056494,40
5,2016,"CA",18,0.0145585155894759,40
6,2016,"CA",22,0.0269234556750073,40
7,2016,"CA",25,0.0359419288554954,40
8,2016,"CA",25,0.04051189991367,40
9,2016,"CA",18,0.0496345593272229,40
10,2016,"CA",12,0.0546364679607567,40
3,2016,"CA",5,0.0545472970112446,41
4,2016,"CA",10,0.0640377491056494,41
5,2016,"CA",20,0.0166946492718146,41
6,2016,"CA",21,0.0246868520917381,41
7,2016,"CA",34,0.0366310482450282,41
8,2016,"CA",23,0.0428803291829632,41
9,2016,"CA",17,0.0485941239949665,41
10,2016,"CA",9,0.0546364679607567,41
3,2016,"CA",5,0.0545472970112446,42
4,2016,"CA",9,0.063892195475938,42
5,2016,"CA",18,0.0146204946571975,42
6,2016,"CA",23,0.0268330667874504,42
7,2016,"CA",28,0.0358628602863993,42
8,2016,"CA",25,0.0428803291829632,42
9,2016,"CA",21,0.0491327686043679,42
10,2016,"CA",11,0.0528668316737481,42
3,2016,"CA",4,0.050075527951332,43
4,2016,"CA",10,0.063892195475938,43
5,2016,"CA",18,0.0201983841705362,43
6,2016,"CA",27,0.0250701157519449,43
7,2016,"CA",28,0.035178601083632,43
8,2016,"CA",24,0.0401137802330355,43
9,2016,"CA",17,0.0476706450506713,43
10,2016,"CA",10,0.0528668316737481,43
3,2016,"CA",3,0.0545472970112446,44
4,2016,"CA",12,0.063892195475938,44
5,2016,"CA",17,0.0166946492718146,44
6,2016,"CA",30,0.0269234556750073,44
7,2016,"CA",23,0.0329476873987177,44
8,2016,"CA",25,0.0422734149975133,44
9,2016,"CA",18,0.0485941239949665,44
10,2016,"CA",10,0.0524762998619249,44
3,2016,"CA",4,0.0545472970112446,45
4,2016,"CA",11,0.0643297837365706,45
5,2016,"CA",22,0.0259260871557674,45
6,2016,"CA",23,0.0269234556750073,45
7,2016,"CA",24,0.0328232088810774,45
8,2016,"CA",24,0.0400442344107152,45
9,2016,"CA",22,0.0491143416610947,45
10,2016,"CA",13,0.0546364679607567,45
3,2016,"CA",5,0.0545472970112446,46
4,2016,"CA",9,0.063892195475938,46
5,2016,"CA",18,0.0201983841705362,46
6,2016,"CA",20,0.0241061502133454,46
7,2016,"CA",25,0.0347913138324548,46
8,2016,"CA",23,0.0419298470214544,46
9,2016,"CA",17,0.0476706450506713,46
10,2016,"CA",7,0.0545217531684907,46
3,2016,"CA",5,0.050075527951332,47
4,2016,"CA",9,0.0593308034018854,47
5,2016,"CA",18,0.015657571964506,47
6,2016,"CA",21,0.0232599468851758,47
7,2016,"CA",21,0.0329247447455451,47
8,2016,"CA",22,0.0414115538306519,47
9,2016,"CA",19,0.0484053048896554,47
10,2016,"CA",10,0.0545217531684907,47
3,2016,"CA",5,0.050075527951332,48
4,2016,"CA",13,0.063892195475938,48
5,2016,"CA",17,0.0146204946571975,48
6,2016,"CA",23,0.0248784839218415,48
7,2016,"CA",30,0.0355207306850156,48
8,2016,"CA",26,0.0413766917604873,48
9,2016,"CA",17,0.0484053048896554,48
10,2016,"CA",10,0.0545217531684907,48
3,2016,"CA",4,0.0545472970112446,49
4,2016,"CA",12,0.0640377491056494,49
5,2016,"CA",23,0.0237244051861594,49
6,2016,"CA",28,0.0259515912696977,49
7,2016,"CA",29,0.0360998653664006,49
8,2016,"CA",24,0.0409100195943045,49
9,2016,"CA",17,0.0500264483039671,49
10,2016,"CA",12,0.0536942924211194,49
3,2016,"CA",5,0.0586471951546492,50
4,2016,"CA",12,0.063892195475938,50
5,2016,"CA",24,0.0224893040661542,50
6,2016,"CA",25,0.0243965011525417,50
7,2016,"CA",28,0.0358628602863993,50
8,2016,"CA",26,0.0419298470214544,50
9,2016,"CA",17,0.0484053048896554,50
10,2016,"CA",9,0.0545217531684907,50
3,2014,"VT",5,0.0277793046491418,1
4,2014,"VT",9,0.0264356784400079,1
5,2014,"VT",18,0.0341670874625692,1
6,2014,"VT",24,0.0402822565677634,1
7,2014,"VT",27,0.0441768928186164,1
8,2014,"VT",20,0.0481636558553848,1
9,2014,"VT",3,0.0604186552925887,1
3,2014,"VT",4,0.0178795036433134,2
4,2014,"VT",9,0.0241938068792312,2
5,2014,"VT",20,0.0337376815770274,2
6,2014,"VT",23,0.0417467362931943,2
7,2014,"VT",27,0.040147517954969,2
8,2014,"VT",18,0.0529906261040538,2
9,2014,"VT",3,0.0574354880447566,2
3,2014,"VT",5,0.007979702637485,3
4,2014,"VT",11,0.0261076900205477,3
5,2014,"VT",20,0.0333082756914856,3
6,2014,"VT",25,0.0379884453306681,3
7,2014,"VT",26,0.0408652811099075,3
8,2014,"VT",20,0.0543816695355265,3
9,2014,"VT",3,0.0574354880447566,3
3,2014,"VT",4,0.0277793046491418,4
4,2014,"VT",9,0.0264356784400079,4
5,2014,"VT",16,0.0330477394512637,4
6,2014,"VT",25,0.0372247883537475,4
7,2014,"VT",24,0.0416056690534721,4
8,2014,"VT",19,0.0534386586309388,4
9,2014,"VT",3,0.063760492252303,4
3,2014,"VT",3,0.0277793046491418,5
4,2014,"VT",10,0.0276984682189153,5
5,2014,"VT",20,0.0373007066239079,5
6,2014,"VT",26,0.0398939181470077,5
7,2014,"VT",26,0.0417354167717487,5
8,2014,"VT",15,0.0505771409797193,5
9,2014,"VT",3,0.0604186552925887,5
3,2014,"VT",4,0.0178795036433134,6
4,2014,"VT",10,0.0336414073530284,6
5,2014,"VT",18,0.0333082756914856,6
6,2014,"VT",22,0.0363682038611495,6
7,2014,"VT",27,0.0438809385196652,6
8,2014,"VT",20,0.0493081146979591,6
9,2014,"VT",3,0.0604186552925887,6
3,2014,"VT",5,0.0277793046491418,7
4,2014,"VT",10,0.0264356784400079,7
5,2014,"VT",18,0.037190715094042,7
6,2014,"VT",25,0.0377100339373629,7
7,2014,"VT",27,0.0435849842207141,7
8,2014,"VT",20,0.0506262244211805,7
9,2014,"VT",3,0.0604186552925887,7
3,2014,"VT",3,0.0277793046491418,8
4,2014,"VT",10,0.0289612579978227,8
5,2014,"VT",16,0.0337376815770274,8
6,2014,"VT",25,0.040670594988519,8
7,2014,"VT",27,0.0421581808986909,8
8,2014,"VT",17,0.0529906261040538,8
9,2014,"VT",3,0.0604186552925887,8
3,2014,"VT",4,0.007979702637485,9
4,2014,"VT",10,0.0264356784400079,9
5,2014,"VT",21,0.0333082756914856,9
6,2014,"VT",27,0.040820327220101,9
7,2014,"VT",30,0.0427705618462098,9
8,2014,"VT",21,0.0532511971918104,9
9,2014,"VT",2,0.0604186552925887,9
3,2014,"VT",5,0.007979702637485,10
4,2014,"VT",10,0.0289612579978227,10
5,2014,"VT",20,0.0327872032110418,10
6,2014,"VT",26,0.0375031997470527,10
7,2014,"VT",28,0.0415205605943084,10
8,2014,"VT",21,0.0529906261040538,10
9,2014,"VT",3,0.063760492252303,10
3,2014,"VT",5,0.0277793046491418,11
4,2014,"VT",10,0.0264356784400079,11
5,2014,"VT",23,0.0356239055133727,11
6,2014,"VT",21,0.0357900307618567,11
7,2014,"VT",25,0.0442553715295564,11
8,2014,"VT",19,0.0506262244211805,11
9,2014,"VT",3,0.0604186552925887,11
3,2014,"VT",4,0.0277793046491418,12
4,2014,"VT",10,0.0289612579978227,12
5,2014,"VT",16,0.031269720602582,12
6,2014,"VT",28,0.0386633763825334,12
7,2014,"VT",28,0.0442553715295564,12
8,2014,"VT",23,0.0499671695595698,12
9,2014,"VT",3,0.0604186552925887,12
3,2014,"VT",5,0.0277793046491418,13
4,2014,"VT",11,0.0264356784400079,13
5,2014,"VT",20,0.0337376815770274,13
6,2014,"VT",26,0.0363059046725391,13
7,2014,"VT",23,0.0442553715295564,13
8,2014,"VT",19,0.0538866911578238,13
9,2014,"VT",3,0.0620895737724458,13
3,2014,"VT",4,0.0277793046491418,14
4,2014,"VT",9,0.0219519353184545,14
5,2014,"VT",14,0.0327872032110418,14
6,2014,"VT",27,0.0380832880647931,14
7,2014,"VT",28,0.0446804512842271,14
8,2014,"VT",19,0.053511768279567,14
9,2014,"VT",3,0.0620895737724458,14
3,2014,"VT",5,0.0277793046491418,15
4,2014,"VT",9,0.0264356784400079,15
5,2014,"VT",14,0.031269720602582,15
6,2014,"VT",25,0.0401957561835804,15
7,2014,"VT",28,0.042580945025633,15
8,2014,"VT",15,0.053511768279567,15
9,2014,"VT",3,0.0604186552925887,15
3,2014,"VT",4,0.007979702637485,16
4,2014,"VT",9,0.0336414073530284,16
5,2014,"VT",17,0.0330477394512637,16
6,2014,"VT",26,0.0398939181470077,16
7,2014,"VT",24,0.0416056690534721,16
8,2014,"VT",15,0.0529906261040538,16
9,2014,"VT",2,0.063760492252303,16
3,2014,"VT",4,0.0277793046491418,17
4,2014,"VT",10,0.0264356784400079,17
5,2014,"VT",18,0.0341670874625692,17
6,2014,"VT",28,0.0369463769604423,17
7,2014,"VT",26,0.042580945025633,17
8,2014,"VT",17,0.053511768279567,17
9,2014,"VT",3,0.0574354880447566,17
3,2014,"VT",4,0.0277793046491418,18
4,2014,"VT",11,0.0264356784400079,18
5,2014,"VT",20,0.0330477394512637,18
6,2014,"VT",25,0.0384736909142835,18
7,2014,"VT",25,0.0427705618462098,18
8,2014,"VT",19,0.0518084252626172,18
9,2014,"VT",2,0.0604186552925887,18
3,2014,"VT",4,0.0277793046491418,19
4,2014,"VT",9,0.0241938068792312,19
5,2014,"VT",20,0.0341670874625692,19
6,2014,"VT",24,0.0363682038611495,19
7,2014,"VT",20,0.0378383750965832,19
8,2014,"VT",19,0.053511768279567,19
9,2014,"VT",2,0.0544523207969245,19
3,2014,"VT",4,0.0277793046491418,20
4,2014,"VT",11,0.0264356784400079,20
5,2014,"VT",17,0.0370807235641761,20
6,2014,"VT",25,0.0392786472647706,20
7,2014,"VT",24,0.0435685357427015,20
8,2014,"VT",16,0.053511768279567,20
9,2014,"VT",3,0.0604186552925887,20
3,2014,"VT",4,0.007979702637485,21
4,2014,"VT",11,0.023865818459771,21
5,2014,"VT",19,0.0327872032110418,21
6,2014,"VT",23,0.0363682038611495,21
7,2014,"VT",28,0.0417354167717487,21
8,2014,"VT",20,0.0506262244211805,21
9,2014,"VT",2,0.0620895737724458,21
3,2014,"VT",5,0.0277793046491418,22
4,2014,"VT",11,0.0289612579978227,22
5,2014,"VT",21,0.0327872032110418,22
6,2014,"VT",23,0.0379884453306681,22
7,2014,"VT",27,0.0427705618462098,22
8,2014,"VT",18,0.0560502720251178,22
9,2014,"VT",3,0.0604186552925887,22
3,2014,"VT",4,0.0178795036433134,23
4,2014,"VT",10,0.023865818459771,23
5,2014,"VT",19,0.0311215082036028,23
6,2014,"VT",22,0.0388494779653166,23
7,2014,"VT",27,0.0435685357427015,23
8,2014,"VT",21,0.0506262244211805,23
9,2014,"VT",3,0.0620895737724458,23
3,2014,"VT",4,0.0277793046491418,24
4,2014,"VT",9,0.0241938068792312,24
5,2014,"VT",14,0.0327872032110418,24
6,2014,"VT",21,0.0363682038611495,24
7,2014,"VT",26,0.0435685357427015,24
8,2014,"VT",20,0.0506262244211805,24
9,2014,"VT",3,0.063760492252303,24
3,2014,"VT",4,0.0277793046491418,25
4,2014,"VT",11,0.0264356784400079,25
5,2014,"VT",17,0.0327872032110418,25
6,2014,"VT",24,0.0400448371652941,25
7,2014,"VT",28,0.0435685357427015,25
8,2014,"VT",21,0.0506262244211805,25
9,2014,"VT",3,0.063760492252303,25
3,2014,"VT",4,0.0277793046491418,26
4,2014,"VT",11,0.0313013326754256,26
5,2014,"VT",17,0.0337376815770274,26
6,2014,"VT",26,0.0391838045306456,26
7,2014,"VT",25,0.0414759213351955,26
8,2014,"VT",19,0.0529906261040538,26
9,2014,"VT",3,0.063760492252303,26
3,2014,"VT",5,0.0277793046491418,27
4,2014,"VT",13,0.0264356784400079,27
5,2014,"VT",20,0.0341670874625692,27
6,2014,"VT",23,0.0404331755860497,27
7,2014,"VT",26,0.0442553715295564,27
8,2014,"VT",16,0.0493081146979591,27
9,2014,"VT",3,0.0604186552925887,27
3,2014,"VT",5,0.0277793046491418,28
4,2014,"VT",10,0.0219519353184545,28
5,2014,"VT",17,0.0351944996278309,28
6,2014,"VT",27,0.0379884453306681,28
7,2014,"VT",30,0.0442161321740864,28
8,2014,"VT",18,0.0476223858129069,28
9,2014,"VT",3,0.0574354880447566,28
3,2014,"VT",4,0.0277793046491418,29
4,2014,"VT",10,0.0264356784400079,29
5,2014,"VT",19,0.0373007066239079,29
6,2014,"VT",27,0.0392786472647706,29
7,2014,"VT",27,0.0417354167717487,29
8,2014,"VT",17,0.053511768279567,29
9,2014,"VT",3,0.063760492252303,29
3,2014,"VT",4,0.0277793046491418,30
4,2014,"VT",11,0.0289612579978227,30
5,2014,"VT",14,0.0330477394512637,30
6,2014,"VT",23,0.0401957561835804,30
7,2014,"VT",26,0.0416279886830286,30
8,2014,"VT",19,0.0493081146979591,30
9,2014,"VT",3,0.063760492252303,30
3,2014,"VT",5,0.0277793046491418,31
4,2014,"VT",11,0.0264356784400079,31
5,2014,"VT",17,0.0330477394512637,31
6,2014,"VT",28,0.0400448371652941,31
7,2014,"VT",29,0.0435849842207141,31
8,2014,"VT",17,0.0506262244211805,31
9,2014,"VT",3,0.0574354880447566,31
3,2014,"VT",4,0.007979702637485,32
4,2014,"VT",11,0.0289612579978227,32
5,2014,"VT",16,0.0341670874625692,32
6,2014,"VT",19,0.0350917645026751,32
7,2014,"VT",29,0.0429601786667866,32
8,2014,"VT",19,0.053511768279567,32
9,2014,"VT",3,0.0604186552925887,32
3,2014,"VT",4,0.0178795036433134,33
4,2014,"VT",11,0.0264356784400079,33
5,2014,"VT",17,0.0370807235641761,33
6,2014,"VT",26,0.0400448371652941,33
7,2014,"VT",30,0.0435849842207141,33
8,2014,"VT",21,0.0506262244211805,33
9,2014,"VT",3,0.0604186552925887,33
3,2014,"VT",5,0.007979702637485,34
4,2014,"VT",14,0.0276984682189153,34
5,2014,"VT",17,0.0341670874625692,34
6,2014,"VT",25,0.0409712462383874,34
7,2014,"VT",31,0.0427705618462098,34
8,2014,"VT",17,0.0481636558553848,34
9,2014,"VT",3,0.0604186552925887,34
