Activity,state_id,City,year,generator_category,generator_subcategory,material,material_subcategory,tons,percentage
Disposal,WA,Statewide,2015,all,,paper,,683753,
Disposal,WA,Statewide,2015,all,,paper,compostable_paper,233338,
Disposal,WA,Statewide,2015,all,,plastic,,466749,
Disposal,WA,Statewide,2015,all,,metal,,266781,
Disposal,WA,Statewide,2015,all,,glass,,103382,
Disposal,WA,Statewide,2015,all,,organic,,1306136,
Disposal,WA,Statewide,2015,all,,organic,food,779555,
Disposal,WA,Statewide,2015,all,,other materials,,1762736,
Disposal,WA,Statewide,2015,commercial,,paper,,338279,
Disposal,WA,Statewide,2015,commercial,,paper,compostable_paper,116717,
Disposal,WA,Statewide,2015,commercial,,plastic,,230241,
Disposal,WA,Statewide,2015,commercial,,metal,,153159,
Disposal,WA,Statewide,2015,commercial,,glass,,42052,
Disposal,WA,Statewide,2015,commercial,,organic,,533363,
Disposal,WA,Statewide,2015,commercial,,organic,food,374218,
Disposal,WA,Statewide,2015,commercial,,other materials,,710077,
Disposal,WA,Statewide,2015,residential,,paper,,290832,
Disposal,WA,Statewide,2015,residential,,paper,compostable_paper,105845,
Disposal,WA,Statewide,2015,residential,,plastic,,177725,
Disposal,WA,Statewide,2015,residential,,metal,,52826,
Disposal,WA,Statewide,2015,residential,,glass,,50087,
Disposal,WA,Statewide,2015,residential,,organic,,664379,
Disposal,WA,Statewide,2015,residential,,organic,food,369178,
Disposal,WA,Statewide,2015,residential,,other materials,,325961,
Disposal,WA,Statewide,2020,all,,paper,,879891,
Disposal,WA,Statewide,2020,all,,paper,compostable_paper,287541,
Disposal,WA,Statewide,2020,all,,plastic,,692798,
Disposal,WA,Statewide,2020,all,,metal,,396066,
Disposal,WA,Statewide,2020,all,,glass,,120539,
Disposal,WA,Statewide,2020,all,,organic,,1201924,
Disposal,WA,Statewide,2020,all,,organic,food,720927,
Disposal,WA,Statewide,2020,all,,construction and demolition,,,
Disposal,WA,Statewide,2020,all,,other materials,,1984296,
Disposal,WA,Statewide,2020,commercial,,paper,,336761,
Disposal,WA,Statewide,2020,commercial,,paper,compostable_paper,95317,
Disposal,WA,Statewide,2020,commercial,,plastic,,249724,
Disposal,WA,Statewide,2020,commercial,,metal,,99642,
Disposal,WA,Statewide,2020,commercial,,glass,,25311,
Disposal,WA,Statewide,2020,commercial,,organic,,257693,
Disposal,WA,Statewide,2020,commercial,,organic,food,206163,
Disposal,WA,Statewide,2020,commercial,,construction and demolition,,,
Disposal,WA,Statewide,2020,commercial,,other materials,,538064,
Disposal,WA,Statewide,2020,residential,,paper,,400887,
Disposal,WA,Statewide,2020,residential,,paper,compostable_paper,177388,
Disposal,WA,Statewide,2020,residential,,plastic,,319227,
Disposal,WA,Statewide,2020,residential,,metal,,149650,
Disposal,WA,Statewide,2020,residential,,glass,,77299,
Disposal,WA,Statewide,2020,residential,,organic,,778319,
Disposal,WA,Statewide,2020,residential,,organic,food,446436,
Disposal,WA,Statewide,2020,residential,,construction and demolition,,,
Disposal,WA,Statewide,2020,residential,,other materials,,627388,
Disposal,PA,Statewide,2003,all,,paper,,3117182,
Disposal,PA,Statewide,2003,all,,plastic,,1062336,
Disposal,PA,Statewide,2003,all,,metal,,508702,
Disposal,PA,Statewide,2003,all,,glass,,282316,
Disposal,PA,Statewide,2003,all,,organic,,3204208,
Disposal,PA,Statewide,2003,all,,organic,food,1127170,
Disposal,PA,Statewide,2003,all,,other materials,,1194338,
Disposal,PA,Statewide,2003,residential,,paper,,1574634,
Disposal,PA,Statewide,2003,residential,,plastic,,526896,
Disposal,PA,Statewide,2003,residential,,metal,,290009,
Disposal,PA,Statewide,2003,residential,,glass,,182216,
Disposal,PA,Statewide,2003,residential,,organic,,1863389,
Disposal,PA,Statewide,2003,residential,,organic,food,621205,
Disposal,PA,Statewide,2003,residential,,other materials,,644786,
Disposal,PA,Statewide,2003,commercial,,paper,,1535571,
Disposal,PA,Statewide,2003,commercial,,plastic,,532478,
Disposal,PA,Statewide,2003,commercial,,metal,,219539,
Disposal,PA,Statewide,2003,commercial,,glass,,101847,
Disposal,PA,Statewide,2003,commercial,,organic,,1348348,
Disposal,PA,Statewide,2003,commercial,,organic,food,506554,
Disposal,PA,Statewide,2003,commercial,,other materials,,549370,
Disposal,PA,Statewide,2022,all,,paper,,2420102,
Disposal,PA,Statewide,2022,all,,paper,compostable_paper,687153,
Disposal,PA,Statewide,2022,all,,plastic,,1774458,
Disposal,PA,Statewide,2022,all,,metal,,366255,
Disposal,PA,Statewide,2022,all,,glass,,234962,
Disposal,PA,Statewide,2022,all,,organic,,3742309,
Disposal,PA,Statewide,2022,all,,organic,food,1593109,
Disposal,PA,Statewide,2022,all,,other materials,,854617,
Disposal,PA,Statewide,2022,commercial,,paper,,1340910,
Disposal,PA,Statewide,2022,commercial,,paper,compostable_paper,304590,
Disposal,PA,Statewide,2022,commercial,,plastic,,1037052,
Disposal,PA,Statewide,2022,commercial,,metal,,169479,
Disposal,PA,Statewide,2022,commercial,,glass,,78610,
Disposal,PA,Statewide,2022,commercial,,organic,,1632448,
Disposal,PA,Statewide,2022,commercial,,organic,food,827555.17,
Disposal,PA,Statewide,2022,commercial,,other materials,,313629,
Disposal,PA,Statewide,2022,residential,,paper,,1079192,
Disposal,PA,Statewide,2022,residential,,paper,compostable_paper,382562,
Disposal,PA,Statewide,2022,residential,,plastic,,737405,
Disposal,PA,Statewide,2022,residential,,metal,,196775,
Disposal,PA,Statewide,2022,residential,,glass,,156352,
Disposal,PA,Statewide,2022,residential,,organic,,2109859,
Disposal,PA,Statewide,2022,residential,,organic,food,764239,
Disposal,PA,Statewide,2022,residential,,other materials,,540988,
Disposal,OR,Statewide,2005,all,,paper,,483496,
Disposal,OR,Statewide,2005,all,,plastic,,283238,
Disposal,OR,Statewide,2005,all,,metal,,228810,
Disposal,OR,Statewide,2005,all,,glass,,47624,
Disposal,OR,Statewide,2005,all,,organic,,1462054,
Disposal,OR,Statewide,2005,all,,organic,food,477419,
Disposal,OR,Statewide,2005,all,,organic,other_organics,741915,
Disposal,OR,Statewide,2005,all,,other materials,,363195,
Disposal,OR,Statewide,2009,all,,paper,,341780.93,
Disposal,OR,Statewide,2009,all,,plastic,,255237.14,
Disposal,OR,Statewide,2009,all,,metal,,178371.95,
Disposal,OR,Statewide,2009,all,,glass,,52151.85,
Disposal,OR,Statewide,2009,all,,organic,,1293712.95,
Disposal,OR,Statewide,2009,all,,organic,food,457382.03,
Disposal,OR,Statewide,2009,all,,organic,other_organics,593179.12,
Disposal,OR,Statewide,2009,all,,other materials,,302221.59,
Disposal,OR,Statewide,2016,all,,paper,,335226.36,
Disposal,OR,Statewide,2016,all,,plastic,,271397.67,
Disposal,OR,Statewide,2016,all,,metal,,151625.99,
Disposal,OR,Statewide,2016,all,,glass,,71400.66,
Disposal,OR,Statewide,2016,all,,organic,,1527508.58,
Disposal,OR,Statewide,2016,all,,organic,food,479260.79,
Disposal,OR,Statewide,2016,all,,organic,other_organics,772394.23,
Disposal,OR,Statewide,2016,all,,other materials,,437065.02,
Disposal,OH,Statewide,2019,residential,,paper,,104048,
Disposal,OH,Statewide,2019,residential,,paper,compostable_paper,34711,
Disposal,OH,Statewide,2019,residential,,plastic,,70396,
Disposal,OH,Statewide,2019,residential,,metal,,17132,
Disposal,OH,Statewide,2019,residential,,glass,,14719,
Disposal,OH,Statewide,2019,residential,,organic,,114377,
Disposal,OH,Statewide,2019,residential,,organic,food,66030,
Disposal,OH,Statewide,2019,residential,,other materials,,137228,
Disposal,OH,Statewide,2019,commercial,,paper,,220691,
Disposal,OH,Statewide,2019,commercial,,paper,compostable_paper,53746,
Disposal,OH,Statewide,2019,commercial,,plastic,,120461,
Disposal,OH,Statewide,2019,commercial,,metal,,22416,
Disposal,OH,Statewide,2019,commercial,,glass,,19183,
Disposal,OH,Statewide,2019,commercial,,organic,,126637,
Disposal,OH,Statewide,2019,commercial,,organic,food,102768,
Disposal,OH,Statewide,2019,commercial,,other materials,,181990,
Disposal,OH,Statewide,2019,all,,paper,,324740,
Disposal,OH,Statewide,2019,all,,paper,compostable_paper,88457,
Disposal,OH,Statewide,2019,all,,plastic,,190857,
Disposal,OH,Statewide,2019,all,,metal,,39548,
Disposal,OH,Statewide,2019,all,,glass,,33902,
Disposal,OH,Statewide,2019,all,,organic,,241014,
Disposal,OH,Statewide,2019,all,,organic,food,168798,
Disposal,OH,Statewide,2019,all,,other materials,,319217,
Disposal,NC,Wake,2019,residential,,paper,,,0.237
Disposal,NC,Wake,2019,residential,,paper,compostable_paper,,0.074
Disposal,NC,Wake,2019,residential,,organic,,,0.34
Disposal,NC,Wake,2019,residential,,organic,food,,0.25
Disposal,NC,Wake,2019,residential,,other materials,,,0.42
Disposal,NC,Wake,2011,residential,,paper,,,0.253
Disposal,NC,Wake,2011,residential,,paper,compostable_paper,,0.065
Disposal,NC,Wake,2011,residential,,organic,,,0.26
Disposal,NC,Wake,2011,residential,,organic,food,,0.13
Disposal,NC,Wake,2011,residential,,other materials,,,0.49
Disposal,NC,Wake,2019,commercial,,paper,,,0.24
Disposal,NC,Wake,2019,commercial,,paper,compostable_paper,,0.066
Disposal,NC,Wake,2019,commercial,,organic,,,0.31
Disposal,NC,Wake,2019,commercial,,organic,food,,0.25
Disposal,NC,Wake,2019,commercial,,other materials,,,0.45
Disposal,NC,Wake,2011,commercial,,paper,,,0.271
Disposal,NC,Wake,2011,commercial,,paper,compostable_paper,,0.081
Disposal,NC,Wake,2011,commercial,,organic,,,0.27
Disposal,NC,Wake,2011,commercial,,organic,food,,0.15
Disposal,NC,Wake,2011,commercial,,other materials,,,0.44
Disposal,MN,Statewide,2013,all,,paper,,,0.25
Disposal,MN,Statewide,2013,all,,paper,compostable_paper,,0.1
Disposal,MN,Statewide,2013,all,,plastic,,,0.18
Disposal,MN,Statewide,2013,all,,metal,,,0.05
Disposal,MN,Statewide,2013,all,,glass,,,0.02
Disposal,MN,Statewide,2013,all,,organic,,,0.31
Disposal,MN,Statewide,2013,all,,organic,food,,0.18
Disposal,MN,Statewide,2013,all,,other materials,,,0.2
Disposal,MN,Statewide,2000,all,,paper,,,0.34
Disposal,MN,Statewide,2000,all,,paper,compostable_paper,,
Disposal,MN,Statewide,2000,all,,plastic,,,0.11
Disposal,MN,Statewide,2000,all,,metal,,,0.05
Disposal,MN,Statewide,2000,all,,glass,,,0.03
Disposal,MN,Statewide,2000,all,,organic,,,0.26
Disposal,MN,Statewide,2000,all,,organic,food,,
Disposal,MN,Statewide,2000,all,,other materials,,,0.21
Disposal,MI,Statewide,2016,all,,paper,,,0.22
Disposal,MI,Statewide,2016,all,,paper,compostable_paper,,
Disposal,MI,Statewide,2016,all,,plastic,,,0.14
Disposal,MI,Statewide,2016,all,,metal,,,0.04
Disposal,MI,Statewide,2016,all,,glass,,,0.02
Disposal,MI,Statewide,2016,all,,organic,,,0.35
Disposal,MI,Statewide,2016,all,,organic,food,,0.14
Disposal,MI,Statewide,2016,all,,construction and demolition,,,
Disposal,MI,Statewide,2016,all,,other materials,,,0.23
Disposal,MI,Statewide,2016,commercial,,paper,,,0.24
Disposal,MI,Statewide,2016,commercial,,paper,compostable_paper,,
Disposal,MI,Statewide,2016,commercial,,plastic,,,0.15
Disposal,MI,Statewide,2016,commercial,,metal,,,0.04
Disposal,MI,Statewide,2016,commercial,,glass,,,0.02
Disposal,MI,Statewide,2016,commercial,,organic,,,0.35
Disposal,MI,Statewide,2016,commercial,,organic,food,,0.14
Disposal,MI,Statewide,2016,commercial,,construction and demolition,,,
Disposal,MI,Statewide,2016,commercial,,other materials,,,0.21
Disposal,MI,Statewide,2016,residential,,paper,,,0.2
Disposal,MI,Statewide,2016,residential,,paper,compostable_paper,,
Disposal,MI,Statewide,2016,residential,,plastic,,,0.15
Disposal,MI,Statewide,2016,residential,,metal,,,0.03
Disposal,MI,Statewide,2016,residential,,glass,,,0.03
Disposal,MI,Statewide,2016,residential,,organic,,,0.38
Disposal,MI,Statewide,2016,residential,,organic,food,,0.17
Disposal,MI,Statewide,2016,residential,,construction and demolition,,,
Disposal,MI,Statewide,2016,residential,,other materials,,,0.21
Disposal,MD,Statewide,2016,all,,paper,,970146,
Disposal,MD,Statewide,2016,all,,paper,compostable_paper,285516,
Disposal,MD,Statewide,2016,all,,plastic,,528633,
Disposal,MD,Statewide,2016,all,,metal,,148891,
Disposal,MD,Statewide,2016,all,,glass,,86796,
Disposal,MD,Statewide,2016,all,,organic,,906747,
Disposal,MD,Statewide,2016,all,,organic,food,676590,
Disposal,MD,Statewide,2016,all,,construction and demolition,,580557,
Disposal,MD,Statewide,2016,all,,other materials,,562292,
Disposal,MD,Statewide,2016,residential,,paper,,462550.5,
Disposal,MD,Statewide,2016,residential,,paper,compostable_paper,157553,
Disposal,MD,Statewide,2016,residential,,plastic,,286781.31,
Disposal,MD,Statewide,2016,residential,,metal,,61056.67,
Disposal,MD,Statewide,2016,residential,,glass,,55506.06,
Disposal,MD,Statewide,2016,residential,,organic,,516206.36,
Disposal,MD,Statewide,2016,residential,,organic,food,344137.57,
Disposal,MD,Statewide,2016,residential,,construction and demolition,,123963.53,
Disposal,MD,Statewide,2016,residential,,other materials,,344137.57,
Disposal,MD,Statewide,2016,commercial,,paper,,539546.94,
Disposal,MD,Statewide,2016,commercial,,paper,compostable_paper,127963,
Disposal,MD,Statewide,2016,commercial,,plastic,,332623.92,
Disposal,MD,Statewide,2016,commercial,,metal,,71552.82,
Disposal,MD,Statewide,2016,commercial,,glass,,38677.2,
Disposal,MD,Statewide,2016,commercial,,organic,,454457.1,
Disposal,MD,Statewide,2016,commercial,,organic,food,369367.26,
Disposal,MD,Statewide,2016,commercial,,construction and demolition,,255269.52,
Disposal,MD,Statewide,2016,commercial,,other materials,,241732.5,
Disposal,KY,Louisville,2015,all,,paper,,163421,
Disposal,KY,Louisville,2015,all,,paper,compostable_paper,38442,
Disposal,KY,Louisville,2015,all,,plastic,,87203,
Disposal,KY,Louisville,2015,all,,metal,,22151,
Disposal,KY,Louisville,2015,all,,glass,,15739,
Disposal,KY,Louisville,2015,all,,organic,,138691,
Disposal,KY,Louisville,2015,all,,organic,food,88162,
Disposal,KY,Louisville,2015,all,,construction and demolition,,87696,
Disposal,KY,Louisville,2015,all,,other materials,,110160,
Disposal,KY,Louisville,2015,residential,single-family,paper,,57102,
Disposal,KY,Louisville,2015,residential,single-family,paper,compostable_paper,17965,
Disposal,KY,Louisville,2015,residential,single-family,plastic,,33663,
Disposal,KY,Louisville,2015,residential,single-family,metal,,9022,
Disposal,KY,Louisville,2015,residential,single-family,glass,,5250,
Disposal,KY,Louisville,2015,residential,single-family,organic,,65089,
Disposal,KY,Louisville,2015,residential,single-family,organic,food,35924,
Disposal,KY,Louisville,2015,residential,single-family,construction and demolition,,25894,
Disposal,KY,Louisville,2015,residential,single-family,other materials,,44779,
Disposal,KY,Louisville,2015,residential,multi-family,paper,,14145,
Disposal,KY,Louisville,2015,residential,multi-family,paper,compostable_paper,2424,
Disposal,KY,Louisville,2015,residential,multi-family,plastic,,5252,
Disposal,KY,Louisville,2015,residential,multi-family,metal,,2411,
Disposal,KY,Louisville,2015,residential,multi-family,glass,,2353,
Disposal,KY,Louisville,2015,residential,multi-family,organic,,7252,
Disposal,KY,Louisville,2015,residential,multi-family,organic,food,5249,
Disposal,KY,Louisville,2015,residential,multi-family,construction and demolition,,6628,
Disposal,KY,Louisville,2015,residential,multi-family,other materials,,10707,
Disposal,KY,Louisville,2015,commercial,,paper,,92173,
Disposal,KY,Louisville,2015,commercial,,paper,compostable_paper,18054,
Disposal,KY,Louisville,2015,commercial,,plastic,,48287,
Disposal,KY,Louisville,2015,commercial,,metal,,10718,
Disposal,KY,Louisville,2015,commercial,,glass,,8136,
Disposal,KY,Louisville,2015,commercial,,organic,,66351,
Disposal,KY,Louisville,2015,commercial,,organic,food,46989,
Disposal,KY,Louisville,2015,commercial,,construction and demolition,,55174,
Disposal,KY,Louisville,2015,commercial,,other materials,,54675,
Disposal,IN,Statewide,2012,all,,paper,,,0.29
Disposal,IN,Statewide,2012,all,,paper,compostable_paper,,0.04
Disposal,IN,Statewide,2012,all,,plastic,,,0.17
Disposal,IN,Statewide,2012,all,,metal,,,0.06
Disposal,IN,Statewide,2012,all,,glass,,,0.03
Disposal,IN,Statewide,2012,all,,organic,,,0.17
Disposal,IN,Statewide,2012,all,,organic,food,,0.1
Disposal,IN,Statewide,2012,all,,construction and demolition,,,0.05
Disposal,IN,Statewide,2012,all,,other materials,,,0.23
Disposal,IL,Statewide,2009,all,,paper,,,0.24
Disposal,IL,Statewide,2009,all,,paper,compostable_paper,,0.04
Disposal,IL,Statewide,2009,all,,plastic,,,0.15
Disposal,IL,Statewide,2009,all,,metal,,,0.06
Disposal,IL,Statewide,2009,all,,glass,,,0.04
Disposal,IL,Statewide,2009,all,,organic,,,0.26
Disposal,IL,Statewide,2009,all,,organic,food,,0.15
Disposal,IL,Statewide,2009,all,,construction and demolition,,,0.13
Disposal,IL,Statewide,2009,all,,other materials,,,0.13
Disposal,IL,Statewide,2009,commercial,,paper,,,0.28
Disposal,IL,Statewide,2009,commercial,,paper,compostable_paper,,0.03
Disposal,IL,Statewide,2009,commercial,,plastic,,,0.14
Disposal,IL,Statewide,2009,commercial,,metal,,,0.05
Disposal,IL,Statewide,2009,commercial,,glass,,,0.02
Disposal,IL,Statewide,2009,commercial,,organic,,,0.19
Disposal,IL,Statewide,2009,commercial,,organic,food,,0.12
Disposal,IL,Statewide,2009,commercial,,construction and demolition,,,0.23
Disposal,IL,Statewide,2009,commercial,,other materials,,,0.09
Disposal,IL,Statewide,2009,residential,,paper,,,0.26
Disposal,IL,Statewide,2009,residential,,paper,compostable_paper,,0.03
Disposal,IL,Statewide,2009,residential,,plastic,,,0.14
Disposal,IL,Statewide,2009,residential,,metal,,,0.05
Disposal,IL,Statewide,2009,residential,,glass,,,0.03
Disposal,IL,Statewide,2009,residential,,organic,,,0.22
Disposal,IL,Statewide,2009,residential,,organic,food,,0.13
Disposal,IL,Statewide,2009,residential,,construction and demolition,,,0.18
Disposal,IL,Statewide,2009,residential,,other materials,,,0.11
Disposal,IL,Statewide,2015,residential,,paper,,,0.21
Disposal,IL,Statewide,2015,residential,,paper,compostable_paper,,0.04
Disposal,IL,Statewide,2015,residential,,plastic,,,0.15
Disposal,IL,Statewide,2015,residential,,metal,,,0.04
Disposal,IL,Statewide,2015,residential,,glass,,,0.04
Disposal,IL,Statewide,2015,residential,,organic,,,0.33
Disposal,IL,Statewide,2015,residential,,organic,food,,0.2
Disposal,IL,Statewide,2015,residential,,construction and demolition,,,0.09
Disposal,IL,Statewide,2015,residential,,other materials,,,0.13
Disposal,IL,Statewide,2015,commercial,,paper,,,0.24
Disposal,IL,Statewide,2015,commercial,,paper,compostable_paper,,0.04
Disposal,IL,Statewide,2015,commercial,,plastic,,,0.17
Disposal,IL,Statewide,2015,commercial,,metal,,,0.04
Disposal,IL,Statewide,2015,commercial,,glass,,,0.03
Disposal,IL,Statewide,2015,commercial,,organic,,,0.24
Disposal,IL,Statewide,2015,commercial,,organic,food,,0.16
Disposal,IL,Statewide,2015,commercial,,construction and demolition,,,0.19
Disposal,IL,Statewide,2015,commercial,,other materials,,,0.08
Disposal,GA,statewide,2005,all,,paper,,2584972,
Disposal,GA,statewide,2005,all,,plastic,,1058981,
Disposal,GA,statewide,2005,all,,metal,,363410,
Disposal,GA,statewide,2005,all,,glass,,244564,
Disposal,GA,statewide,2005,all,,organic,,1811767,
Disposal,GA,statewide,2005,all,,organic,food,800329,
Disposal,GA,statewide,2005,all,,other,,222152,
Disposal,GA,statewide,2005,all,,construction and demolition,,399154,
Disposal,GA,statewide,2005,commercial,,paper,,1313602.5,
Disposal,GA,statewide,2005,commercial,,plastic,,521430,
Disposal,GA,statewide,2005,commercial,,metal,,183837.5,
Disposal,GA,statewide,2005,commercial,,glass,,106960,
Disposal,GA,statewide,2005,commercial,,organic,,895790,
Disposal,GA,statewide,2005,commercial,,organic,food,414470,
Disposal,GA,statewide,2005,commercial,,other,,193865,
Disposal,GA,statewide,2005,commercial,,construction and demolition,,130357.5,
Disposal,GA,statewide,2005,residential,,paper,,1240067.5,
Disposal,GA,statewide,2005,residential,,plastic,,554855,
Disposal,GA,statewide,2005,residential,,metal,,170467.5,
Disposal,GA,statewide,2005,residential,,glass,,153755,
Disposal,GA,statewide,2005,residential,,organic,,996065,
Disposal,GA,statewide,2005,residential,,organic,food,447895,
Disposal,GA,statewide,2005,residential,,other,,93590,
Disposal,GA,statewide,2005,residential,,construction and demolition,,130357.5,
Disposal,FL,Orange County,2019,all,,paper,,,0.271
Disposal,FL,Orange County,2019,all,,plastic,,,0.228
Disposal,FL,Orange County,2019,all,,metal,,,0.037
Disposal,FL,Orange County,2019,all,,glass,,,0.036
Disposal,FL,Orange County,2019,all,,organic,,,0.201
Disposal,FL,Orange County,2019,all,,organic,food,,0.102
Disposal,FL,Orange County,2019,all,,other,,,0.227
Disposal,FL,Orange County,2019,commercial,,paper,,,0.309
Disposal,FL,Orange County,2019,commercial,,plastic,,,0.24
Disposal,FL,Orange County,2019,commercial,,metal,,,0.025
Disposal,FL,Orange County,2019,commercial,,glass,,,0.03
Disposal,FL,Orange County,2019,commercial,,organic,,,0.181
Disposal,FL,Orange County,2019,commercial,,organic,food,,0.103
Disposal,FL,Orange County,2019,commercial,,other,,,0.216
Disposal,FL,Orange County,2019,residential,,paper,,,0.252
Disposal,FL,Orange County,2019,residential,,plastic,,,0.224
Disposal,FL,Orange County,2019,residential,,metal,,,0.042
Disposal,FL,Orange County,2019,residential,,glass,,,0.039
Disposal,FL,Orange County,2019,residential,,organic,,,0.211
Disposal,FL,Orange County,2019,residential,,organic,food,,0.102
Disposal,FL,Orange County,2019,residential,,other,,,0.232
Disposal,FL,Palm Beach County,2019,all,,paper,,,0.286
Disposal,FL,Palm Beach County,2019,all,,plastic,,,0.182
Disposal,FL,Palm Beach County,2019,all,,metal,,,0.027
